ModuleField,HelpField,HelpID,PageHelpID,FieldType
Mort_Improvement+Year of Birth (Member),Mort_Improvement+MortImp+YOB,4229,2160,Edit
Mort_Improvement+Year of Birth (Death pre Retirement - Actives/Deferreds),Mort_Improvement+MortImp+YOB,4229,2160,Edit
Mort_Improvement+Year of Birth (Contingent Spouse - Actives/Deferreds/Pensioner),Mort_Improvement+MortImp+YOB,4229,2160,Edit
Mort_Improvement+Alpha Factor - Ultimate Improvement,Mort_Improvement+MortImp+Alpha,4230,2160,Decr
Mort_Improvement+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2160,DecrHelp
Mort_Improvement+Beta Factor - % of Mortality Improvement,Mort_Improvement+MortImp+Beta,4231,2160,Decr
Mort_Improvement+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2160,DecrHelp
Mort_Improvement+Attained after Period of Years,Mort_Improvement+MortImp+Beta,4231,2160,Edit
Mort_Improvement+Two-Dimensional  Improvement Table (CSV File),Mort_Improvement+MortImp+CSVFile,4232,2160,Combo
Mort_Improvement+Two-Dimensional  Improvement Table (Rate Table),Mort_Improvement+Mort_Improvement+gmiIMPTBL,4233,2160,Decr
Mort_Improvement+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2160,DecrHelp
Mort_Improvement+% Rating,Mort_Improvement+RateTables+pcRating,4234,2160,Edit
Mort_Improvement+Base Year of Mortality Improvement Table,Mort_Improvement+MortImp+Base,4227,2160,Edit
Mort_Improvement+SaveAs,Mort_Improvement+Button+SaveAs,4224,2160,Button
Mort_Improvement+Save,Mort_Improvement+Button+SaveOne,4223,2160,Button
Mort_Improvement+Quit,Mort_Improvement+Button+Quit,4222,2160,Button
Decrement_Rates,Decrement_Rates,0,2161,Dialog
Decrement_Rates+Retirement Rates,Decrement_Rates+Bases+RXX,4238,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+Retirement Rates,Decrement_Rates+Bases+RXX,4238,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+Age Rating,Decrement_Rates+RateTables+AgeRating[1],4239,2161,Edit
Decrement_Rates+% Rating,Decrement_Rates+RateTables+pcRating[1],4240,2161,Edit
Decrement_Rates+Actives Ill-Health Retirement Rates,Decrement_Rates+Actives_Basis+IXX,4241,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+Actives Ill-Health Retirement Rates,Decrement_Rates+Actives_Basis+IXX,4241,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+% Rating,Decrement_Rates+RateTables+pcRating[2],4242,2161,Edit
Decrement_Rates+Actives Leaving Service Rates,Decrement_Rates+Actives_Basis+WXX,4243,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+Actives Leaving Service Rates,Decrement_Rates+Actives_Basis+WXX,4243,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+% Rating,Decrement_Rates+RateTables+pcRating[3],4244,2161,Edit
Decrement_Rates+Durational Weights,Decrement_Rates+Actives_Basis+TXX,4245,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+Transfers Out Rates,Decrement_Rates+Bases+TOXX,4246,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+Age Rating,Decrement_Rates+RateTables+AgeRating[2],4247,2161,Edit
Decrement_Rates+% Rating,Decrement_Rates+RateTables+pcRating[4],4248,2161,Edit
Decrement_Rates+Proportion of Retirees Transferring Out,Decrement_Rates+Bases+TPXX,4249,2161,Decr
Decrement_Rates+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2161,DecrHelp
Decrement_Rates+Age Rating,Decrement_Rates+RateTables+AgeRating[2],4247,2161,Edit
Decrement_Rates+% Rating,Decrement_Rates+RateTables+pcRating[4],4248,2161,Edit
Decrement_Rates+SaveAs,Decrement_Rates+Button+SaveAs,4237,2161,Button
Decrement_Rates+Save,Decrement_Rates+Button+SaveOne,4236,2161,Button
Decrement_Rates+Quit,Decrement_Rates+Button+Quit,4235,2161,Button
Spouse_Parameters,Spouse_Parameters,0,2162,Dialog
Spouse_Parameters+Spouse Definition,Spouse_Parameters+Bases+SPMethod,4253,2162,Combo
Spouse_Parameters+Male Proportion Married Table,Spouse_Parameters+Bases+HXX,4254,2162,Decr
Spouse_Parameters+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2162,DecrHelp
Spouse_Parameters+Male Proportion Married,Spouse_Parameters+Bases+PropMarr,4255,2162,Edit
Spouse_Parameters+Female Proportion Married Table,Spouse_Parameters+Bases+HXX,4254,2162,Decr
Spouse_Parameters+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2162,DecrHelp
Spouse_Parameters+Female Proportion Married,Spouse_Parameters+Bases+PropMarr,4255,2162,Edit
Spouse_Parameters+Male Age Difference Table (m-f),Spouse_Parameters+Bases+AGEDIFT,4256,2162,Decr
Spouse_Parameters+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2162,DecrHelp
Spouse_Parameters+Male Age Difference (m-f),Spouse_Parameters+Bases+AGEDIF,4257,2162,Edit
Spouse_Parameters+Female Age Difference Table (f-m),Spouse_Parameters+Bases+AGEDIFT,4256,2162,Decr
Spouse_Parameters+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2162,DecrHelp
Spouse_Parameters+Female Age Difference (f-m),Spouse_Parameters+Bases+AGEDIF,4257,2162,Edit
Spouse_Parameters+SaveAs,Spouse_Parameters+Button+SaveAs,4252,2162,Button
Spouse_Parameters+Save,Spouse_Parameters+Button+SaveOne,4251,2162,Button
Spouse_Parameters+Quit,Spouse_Parameters+Button+Quit,4250,2162,Button
Retirement_Age,Retirement_Age,0,2163,Dialog
Retirement_Age+Late Retirement Age,Retirement_Age+Actives_Basis+LRA,4261,2163,Edit
Retirement_Age+Normal Retirement Age,Retirement_Age+Bases+NRA,4262,2163,Edit
Retirement_Age+SaveAs,Retirement_Age+Button+SaveAs,4260,2163,Button
Retirement_Age+Save,Retirement_Age+Button+SaveOne,4259,2163,Button
Retirement_Age+Quit,Retirement_Age+Button+Quit,4258,2163,Button
Retirement_Factors,Retirement_Factors,0,2164,Dialog
Retirement_Factors+Retirement Factor 1 (Deferreds or Actives Revaluation 1 & 3),Retirement_Factors+Bases+ERTAB,4266,2164,Decr
Retirement_Factors+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2164,DecrHelp
Retirement_Factors+Retirement Factor 1 (Actives Revaluation 2),Retirement_Factors+Bases+ERTAB,4266,2164,Decr
Retirement_Factors+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2164,DecrHelp
Retirement_Factors+Retirement Factor 2 (Deferreds or Actives Revaluation 1 & 3),Retirement_Factors+Bases+ERTAB,4266,2164,Decr
Retirement_Factors+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2164,DecrHelp
Retirement_Factors+Retirement Factor 2 (Actives Revaluation 2),Retirement_Factors+Bases+ERTAB,4266,2164,Decr
Retirement_Factors+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2164,DecrHelp
Retirement_Factors+Linearly Interpolate Retirement Factors for mid-point Exit values,Retirement_Factors+Bases+ExactAgeTab,4267,2164,Check
Retirement_Factors+SaveAs,Retirement_Factors+Button+SaveAs,4265,2164,Button
Retirement_Factors+Save,Retirement_Factors+Button+SaveOne,4264,2164,Button
Retirement_Factors+Quit,Retirement_Factors+Button+Quit,4263,2164,Button
Commutation_Tables,Commutation_Tables,0,2165,Dialog
Commutation_Tables+Calculate Commutation Factors based on Valuation Basis,Commutation_Tables+Bases+COMValBas,4271,2165,Check
Commutation_Tables+% of Valuation Basis Factor,Commutation_Tables+Bases+COMValpc,4272,2165,Edit
Commutation_Tables+Main Increase Commutation Table,Commutation_Tables+Bases+COMTAB,4273,2165,Decr
Commutation_Tables+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2165,DecrHelp
Commutation_Tables+Special Increase Commutation Table,Commutation_Tables+Bases+COMTAB,4273,2165,Decr
Commutation_Tables+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2165,DecrHelp
Commutation_Tables+PenInc3 Commutation Table,Commutation_Tables+Bases+COMTAB,4273,2165,Decr
Commutation_Tables+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2165,DecrHelp
Commutation_Tables+PenInc4 Commutation Table,Commutation_Tables+Bases+COMTAB,4273,2165,Decr
Commutation_Tables+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2165,DecrHelp
Commutation_Tables+Linearly Interpolate Commutation Tables for mid-point Exit values,Commutation_Tables+Bases+ExactAgeTab,4274,2165,Check
Commutation_Tables+Adjust Commutation Tables by the change in member's expectation of life,Commutation_Tables+Bases+COMAdjbyEx,4275,2165,Check
Commutation_Tables+SaveAs,Commutation_Tables+Button+SaveAs,4270,2165,Button
Commutation_Tables+Save,Commutation_Tables+Button+SaveOne,4269,2165,Button
Commutation_Tables+Quit,Commutation_Tables+Button+Quit,4268,2165,Button
Retirement_Cash,Retirement_Cash,0,2166,Dialog
Retirement_Cash+Benefit Basis,Retirement_Cash+Actives_Basis+CTYPE,4279,2166,Combo
Retirement_Cash+Benefit Basis,Retirement_Cash+Actives_Basis+CTYPE,4279,2166,Combo
Retirement_Cash+Accrual Rate,Retirement_Cash+Actives_Basis+COMACC,4280,2166,Edit
Retirement_Cash+Service,Retirement_Cash+Actives_Basis+COMDAT,4281,2166,Combo
Retirement_Cash+Cash Multiple,Retirement_Cash+Actives_Basis+COMMULT,4282,2166,Edit
Retirement_Cash+Cash Percentage,Retirement_Cash+Actives_Basis+COMPER,4283,2166,Edit
Retirement_Cash+Separate A-Day Cash Factors for each Pension Increase,Retirement_Cash+Actives_Basis+COMADaySep,4284,2166,Check
Retirement_Cash+Treat Independent Slice/PUP Cash as Cash on Top,Retirement_Cash+Actives_Basis+COMADayInd,4285,2166,Check
Retirement_Cash+SaveAs,Retirement_Cash+Button+SaveAs,4278,2166,Button
Retirement_Cash+Save,Retirement_Cash+Button+SaveOne,4277,2166,Button
Retirement_Cash+Quit,Retirement_Cash+Button+Quit,4276,2166,Button
Spreading_Dates,Spreading_Dates,0,2167,Dialog
Spreading_Dates+Spreading Method,Spreading_Dates+Actives_Basis+STYPE,4289,2167,Combo
Spreading_Dates+Spreading Start Date,Spreading_Dates+Actives_Basis+SSD,4290,2167,DateRel
Spreading_Dates+Spreading Finish Date,Spreading_Dates+Actives_Basis+SFD,4291,2167,DateRel
Spreading_Dates+SaveAs,Spreading_Dates+Button+SaveAs,4288,2167,Button
Spreading_Dates+Save,Spreading_Dates+Button+SaveOne,4287,2167,Button
Spreading_Dates+Quit,Spreading_Dates+Button+Quit,4286,2167,Button
Contributions,Contributions,0,2168,Dialog
Contributions+Contributions Method,Contributions+Contributions+gcdDEF,4295,2168,Combo
Contributions+Contributions Method,Contributions+Contributions+gcdDEF,4295,2168,Combo
Contributions+Contribution Rate,Contributions+Contributions+gcdCR,4296,2168,Edit
Contributions+Lower Band Amount,Contributions+Contributions+gcdBand,4297,2168,F1SSCol
Contributions+Contribution Rate %,Contributions+Contributions+gcdBandCR,4298,2168,F1SSCol
Contributions+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2168,F1SSHelp
Contributions+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2168,F1SSHelp
Contributions+Contributions Band Method,Contributions+Contributions+gcdBandmeth,4299,2168,Combo
Contributions+Earnings Bands Increase,Contributions+Contributions+gcdF,4300,2168,Fin
Contributions+Contribution Rate Salary Bands Table,Contributions+Contributions+gcdSalTab,4301,2168,Decr
Contributions+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2168,DecrHelp
Contributions+Base Year of Salary Bands Table,Contributions+Contributions+gcdSalBase,4302,2168,Edit
Contributions+Contribution Rate Age Table,Contributions+Contributions+gcdAgeTab,4303,2168,Decr
Contributions+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2168,DecrHelp
Contributions+Contribution Rate Duration Table,Contributions+Contributions+gcdDurnTab,4304,2168,Decr
Contributions+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2168,DecrHelp
Contributions+Based on,Contributions+Contributions+gcdEntryDate,4305,2168,Combo
Contributions+Contributions Cease after,Contributions+Contributions+gcdCease,4306,2168,Edit
Contributions+Based on,Contributions+Contributions+gcdCeaseDate,4307,2168,Combo
Contributions+Edit Scheme Financials,Contributions+Button+EditFin,4308,2168,Button
Contributions+SaveAs,Contributions+Button+SaveAs,4294,2168,Button
Contributions+Save,Contributions+Button+SaveOne,4293,2168,Button
Contributions+Quit,Contributions+Button+Quit,4292,2168,Button
Constants,Constants,0,2169,Dialog
Constants+Variable Name,Constants+Variables+VarName,4311,2169,F1SSCol
Constants+Variable Value,Constants+Variables+VarValue,4312,2169,F1SSCol
Constants+Comment,Constants+Variables+VarComment,4313,2169,F1SSCol
Constants+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2169,F1SSHelp
Constants+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2169,F1SSHelp
Constants+Variable Name,Constants+Variables+VarName,4311,2169,F1SSCol
Constants+Variable Value,Constants+Variables+VarValue,4312,2169,F1SSCol
Constants+Comment,Constants+Variables+VarComment,4313,2169,F1SSCol
Constants+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2169,F1SSHelp
Constants+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2169,F1SSHelp
Constants+Save,Constants+Button+SaveOne,4310,2169,Button
Constants+Quit,Constants+Button+Quit,4309,2169,Button
Expense_Rates,Expense_Rates,0,2170,Dialog
Expense_Rates+Scheme Fee,Expense_Rates+Expense_Rates+EXPSF,4316,2170,Edit
Expense_Rates+Scheme Fee Inflation Rate (% p.a.),Expense_Rates+Expense_Rates+EXPf,4317,2170,Fin
Expense_Rates+Member Fee,Expense_Rates+Expense_Rates+PMEXP,4318,2170,Edit
Expense_Rates+% of Company Contributions,Expense_Rates+Expense_Rates+EXPCC,4319,2170,Edit
Expense_Rates+% of Member Contributions,Expense_Rates+Expense_Rates+EXPMC,4320,2170,Edit
Expense_Rates+% of Salaries,Expense_Rates+Expense_Rates+EXPSAL,4321,2170,Edit
Expense_Rates+Edit Scheme Financials,Expense_Rates+Button+EditFin,4322,2170,Button
Expense_Rates+Save,Expense_Rates+Button+SaveOne,4315,2170,Button
Expense_Rates+Quit,Expense_Rates+Button+Quit,4314,2170,Button
NE_Model,NE_Model,0,2171,Dialog
NE_Model+New Entrant Proportions Table,NE_Model+NE_Model+nOM,4326,2171,Decr
NE_Model+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2171,DecrHelp
NE_Model+Age Rating,NE_Model+RateTables+AgeRating,4327,2171,Edit
NE_Model+Immediate New Entrants,NE_Model+NE_Model+ImmedNE,4328,2171,Edit
NE_Model+Membership Growth Vector,NE_Model+NE_Model+FUNDTOT,4329,2171,Edit
NE_Model+Indicator of Growth/Decline,NE_Model+NE_Model+GrowthInd,4330,2171,Combo
NE_Model+Allow Negative New Entrants,NE_Model+NE_Model+AllowNegNE,4331,2171,Check
NE_Model+Projection Term,NE_Model+NE_Model+ProjTerm,4332,2171,Edit
NE_Model+SaveAs,NE_Model+Button+SaveAs,4325,2171,Button
NE_Model+Save,NE_Model+Button+SaveOne,4324,2171,Button
NE_Model+Quit,NE_Model+Button+Quit,4323,2171,Button
Actives_Basis+Main,Actives_Basis+Main,0,2172,Page
Actives_Basis+Main+Active Members Data File,Actives_Basis_Main+FILES+File,4336,2172,File
Actives_Basis+Main+Data Format,Actives_Basis_Main+FILES+Format,4337,2172,FormatParm
Actives_Basis+Main+Use Category Selection,Actives_Basis_Main+FILES+CatSel,4338,2172,List
Actives_Basis+Main+Guarantee Period,Actives_Basis_Main+Bases+GPeriod,4339,2172,Edit
Actives_Basis+Main+Overlap during Guarantee Period,Actives_Basis_Main+Bases+GPOverlap,4340,2172,Check
Actives_Basis+Main+Discounted LS on Death in Guarantee Period,Actives_Basis_Main+Bases+DISC,4341,2172,Check
Actives_Basis+Main+Payment Frequency,Actives_Basis_Main+Bases+FREQ,4342,2172,Combo
Actives_Basis+Main+Mode,Actives_Basis_Main+Bases+MODE,4343,2172,Combo
Actives_Basis+Main+First Year Increase,Actives_Basis_Main+Bases+IncTiming,4344,2172,Combo
Actives_Basis+Main+Pension Benefits Capitalised or Spread,Actives_Basis_Main+Bases+capind,4345,2172,Combo
Actives_Basis+Main+Death in Deferment Method,Actives_Basis_Main+Actives_Basis+DIDMethod,4346,2172,Combo
Actives_Basis+Main+Pension Age,Actives_Basis_Main+Actives_Basis+DIDPAGE,4347,2172,Decr
Actives_Basis+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2172,DecrHelp
Actives_Basis+Main+Lump Sum Age,Actives_Basis_Main+Actives_Basis+DIDLAGE,4348,2172,Decr
Actives_Basis+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2172,DecrHelp
Actives_Basis+Main+Underpin Method,Actives_Basis_Main+Bases+Umethod,4349,2172,Combo
Actives_Basis+Main+Retirement Age,Actives_Basis_Main+Bases+URAGE,4350,2172,Decr
Actives_Basis+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2172,DecrHelp
Actives_Basis+Main+Leaving Age,Actives_Basis_Main+Actives_Basis+UWAGE,4351,2172,Decr
Actives_Basis+Decr Help,SELECTING_RATE_TABLES.HTM,3511,2172,DecrHelp
Actives_Basis+Main+Alternate Slices Method,Actives_Basis_Main+Actives_Basis+AltSw,4352,2172,Combo
Actives_Basis+Main+Alternate Slices Method,Actives_Basis_Main+Actives_Basis+AltSw,4352,2172,Combo
Actives_Basis+Main+PHI Benefit payable on Ill-Health,Actives_Basis_Main+Actives_Basis+PHI,4353,2172,Check
Actives_Basis+Main+Independent Slices,Actives_Basis_Main+Actives_Basis+IndSlices,4354,2172,Check
Actives_Basis_Main+SaveAs,Actives_Basis+Button+SaveAs,4335,2172,Button
Actives_Basis_Main+Save,Actives_Basis+Button+SaveOne,4334,2172,Button
Actives_Basis_Main+Quit,Actives_Basis+Button+Quit,4333,2172,Button
Actives_Basis+Financial,Actives_Basis+Financial,0,2173,Page
Actives_Basis+Financial+Pre Retirement Interest Rate,Actives_Basis_Financial+Bases+IR,4355,2173,Fin
Actives_Basis+Financial+Post Retirement Interest Rate,Actives_Basis_Financial+Bases+pi,4356,2173,Fin
Actives_Basis+Financial+Switch,Actives_Basis_Financial+Actives_Basis+SWindic,4357,2173,Combo
Actives_Basis+Financial+Salary Increase Rate,Actives_Basis_Financial+Actives_Basis+SALINC,4358,2173,Fin
Actives_Basis+Financial+Revaluation Rate,Actives_Basis_Financial+Actives_Basis+SALREV,4359,2173,Fin
Actives_Basis+Financial+First year of CARE accrual is revalued immediately,Actives_Basis_Financial+Actives_Basis+CARERevals,4360,2173,Check
Actives_Basis+Financial+Timing of Revaluations,Actives_Basis_Financial+Actives_Basis+REVIND,4361,2173,Combo
Actives_Basis+Financial+Review Date,Actives_Basis_Financial+Actives_Basis+REVDAT,4362,2173,Edit
Actives_Basis+Financial+Rate,Actives_Basis_Financial+Actives_Basis+REVRAT,4363,2173,Fin
Actives_Basis+Financial+Rate 2,Actives_Basis_Financial+Actives_Basis+AUXREVRAT,4364,2173,Fin
Actives_Basis+Financial+Rate 3,Actives_Basis_Financial+Actives_Basis+REVRAT3,4365,2173,Fin
Actives_Basis+Financial+Curtate Revaluation Period,Actives_Basis_Financial+Actives_Basis+RevPeriod,4366,2173,Check
Actives_Basis+Financial+Male Barber Adjustment to Main,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Male Barber Adjustment to Special,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Male Barber Adjustment to PenInc3,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Male Barber Adjustment to PenInc4,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Female Barber Adjustment to Main,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Female Barber Adjustment to Special,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Female Barber Adjustment to PenInc3,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Female Barber Adjustment to PenInc4,Actives_Basis_Financial+Actives_Basis+BARBADJ,4367,2173,NumRel
Actives_Basis+Financial+Pre 1988 GMP,Actives_Basis_Financial+Bases+B88GMPINC,4368,2173,Fin
Actives_Basis+Financial+Post 1988 GMP,Actives_Basis_Financial+Bases+A88GMPINC,4369,2173,Fin
Actives_Basis+Financial+Main,Actives_Basis_Financial+Bases+DYNINC,4370,2173,Fin
Actives_Basis+Financial+Special,Actives_Basis_Financial+Bases+NDYNINC,4371,2173,Fin
Actives_Basis+Financial+PenInc3,Actives_Basis_Financial+Bases+DYNINC3,4372,2173,Fin
Actives_Basis+Financial+PenInc4,Actives_Basis_Financial+Bases+DYNINC4,4373,2173,Fin
Actives_Basis+Financial+Timing of Pension Increases,Actives_Basis_Financial+Bases+INCIND,4374,2173,Combo
Actives_Basis+Financial+Increase Date,Actives_Basis_Financial+Bases+INCDAT,4375,2173,Edit
Actives_Basis+Financial+Edit Scheme Financials,Actives_Basis_Financial+Button+EditFin,4376,2173,Button
Actives_Basis_Financial+SaveAs,Actives_Basis+Button+SaveAs,4335,2173,Button
Actives_Basis_Financial+Save,Actives_Basis+Button+SaveOne,4334,2173,Button
Actives_Basis_Financial+Quit,Actives_Basis+Button+Quit,4333,2173,Button
Actives_Basis+Legislation,Actives_Basis+Legislation,0,2174,Page
Actives_Basis+Legislation+Revaluation Type to SPA,Actives_Basis_Legislation+Actives_Basis+GREV,4377,2174,Combo
Actives_Basis+Legislation+Section 148 Orders,Actives_Basis_Legislation+Actives_Basis+s148,4378,2174,Fin
Actives_Basis+Legislation+Revalue to NRA<SPA,Actives_Basis_Legislation+Actives_Basis+GMPDEFIND,4379,2174,Check
Actives_Basis+Legislation+Revaluation Rate to NRA<SPA,Actives_Basis_Legislation+Actives_Basis+GMPREVALRAT,4380,2174,Fin
Actives_Basis+Legislation+Franking Code,Actives_Basis_Legislation+Bases+OFFCOD,4381,2174,Combo
Actives_Basis+Legislation+Offset Slices,Actives_Basis_Legislation+Actives_Basis+SLICEUP,4382,2174,Edit
Actives_Basis+Legislation+Statutory GMP Increases to NRA>SPA,Actives_Basis_Legislation+Bases+GMPLRInc,4383,2174,Check
Actives_Basis+Legislation+Treat GMPs As Zero,Actives_Basis_Legislation+Actives_Basis+IGNOREGMP,4384,2174,Check
Actives_Basis+Legislation+Public Sector GMPs,Actives_Basis_Legislation+Bases+PubSect,4385,2174,Check
Actives_Basis+Legislation+Rules,Actives_Basis_Legislation+Actives_Basis+IRMAXIND,4386,2174,Combo
Actives_Basis+Legislation+Cap Increase Rate,Actives_Basis_Legislation+Actives_Basis+IRCAPESC,4387,2174,Fin
Actives_Basis+Legislation+Salary,Actives_Basis_Legislation+Actives_Basis+IRSAL,4388,2174,Combo
Actives_Basis+Legislation+Application,Actives_Basis_Legislation+Actives_Basis+IRLIM,4389,2174,Combo
Actives_Basis+Legislation+Edit Scheme Financials,Actives_Basis_Legislation+Button+EditFin,4390,2174,Button
Actives_Basis_Legislation+SaveAs,Actives_Basis+Button+SaveAs,4335,2174,Button
Actives_Basis_Legislation+Save,Actives_Basis+Button+SaveOne,4334,2174,Button
Actives_Basis_Legislation+Quit,Actives_Basis+Button+Quit,4333,2174,Button
Actives_Basis+PPFCAP,Actives_Basis+PPFCAP,0,2175,Page
Actives_Basis+PPFCAP+Male PPF Retirement Ages,Actives_Basis_PPFCAP+Bases+PPFNRAtab,4391,2175,Multi
Actives_Basis+PPFCAP+Female PPF Retirement Ages,Actives_Basis_PPFCAP+Bases+PPFNRAtab,4391,2175,Multi
Actives_Basis+PPFCAP+Service Cap Start Date,Actives_Basis_PPFCAP+Bases+PPFServCapBDate,4392,2175,DateRel
Actives_Basis+PPFCAP+Service Cap End Date,Actives_Basis_PPFCAP+Bases+PPFServCapEDate,4393,2175,DateRel
Actives_Basis+PPFCAP+Cap Offset,Actives_Basis_PPFCAP+Bases+OFFCAP,4394,2175,Combo
Actives_Basis+PPFCAP+Pre 1997 Discontinuance Pension Increases,Actives_Basis_PPFCAP+Bases+DYNINCPre,4395,2175,Fin
Actives_Basis+PPFCAP+Post 1997 Discontinuance Pension Increases,Actives_Basis_PPFCAP+Bases+DYNINCPost,4396,2175,Fin
Actives_Basis+PPFCAP+Edit Scheme Financials,Actives_Basis_PPFCAP+Button+EditFin,4397,2175,Button
Actives_Basis+PPFCAP+Edit Scheme PPF,Actives_Basis_PPFCAP+Button+EditPPF,4398,2175,Button
Actives_Basis_PPFCAP+SaveAs,Actives_Basis+Button+SaveAs,4335,2175,Button
Actives_Basis_PPFCAP+Save,Actives_Basis+Button+SaveOne,4334,2175,Button
Actives_Basis_PPFCAP+Quit,Actives_Basis+Button+Quit,4333,2175,Button
Actives_Basis+Mortality,Actives_Basis+Mortality,0,2176,Page
Actives_Basis+Mortality+Male Mortality Rate Parameters,Actives_Basis_Mortality+Bases+DPRE,4399,2176,Mort
Actives_Basis+Mortality+Male Member % Rating,Actives_Basis_Mortality+Bases+DPREMEMB,4400,2176,Combo
Actives_Basis+Mortality+Male Mortality Improvement Parameters,Actives_Basis_Mortality+Bases+miDPRE,4401,2176,MortImp
Actives_Basis+Mortality+Female Mortality Rate Parameters,Actives_Basis_Mortality+Bases+DPRE,4399,2176,Mort
Actives_Basis+Mortality+Female Member % Rating,Actives_Basis_Mortality+Bases+DPREMEMB,4400,2176,Combo
Actives_Basis+Mortality+Female Mortality Improvement Parameters,Actives_Basis_Mortality+Bases+miDPRE,4401,2176,MortImp
Actives_Basis+Mortality+Male Member Mortality Rate Parameters,Actives_Basis_Mortality+Bases+DPOST,4402,2176,Mort
Actives_Basis+Mortality+Male Member Individual % Rating,Actives_Basis_Mortality+Bases+DPOSTMEMB,4403,2176,Combo
Actives_Basis+Mortality+Male Member Mortality Improvement Parameters,Actives_Basis_Mortality+Bases+miDPOST,4404,2176,MortImp
Actives_Basis+Mortality+Female Member Mortality Rate Parameters,Actives_Basis_Mortality+Bases+DPOST,4402,2176,Mort
Actives_Basis+Mortality+Female Member Individual % Rating,Actives_Basis_Mortality+Bases+DPOSTMEMB,4403,2176,Combo
Actives_Basis+Mortality+Female Member Mortality Improvement Parameters,Actives_Basis_Mortality+Bases+miDPOST,4404,2176,MortImp
Actives_Basis+Mortality+Male Ill-Health Mortality Rate Parameters,Actives_Basis_Mortality+Actives_Basis+DILL,4405,2176,Mort
Actives_Basis+Mortality+Male Ill-Health Mortality Rate Parameters,Actives_Basis_Mortality+Actives_Basis+DILL,4405,2176,Mort
Actives_Basis+Mortality+Male Member % Rating,Actives_Basis_Mortality+Actives_Basis+DILLMEMB,4406,2176,Combo
Actives_Basis+Mortality+Male Ill-Health Mortality Improvement Parameters,Actives_Basis_Mortality+Actives_Basis+miDILL,4407,2176,MortImp
Actives_Basis+Mortality+Female Ill-Health Mortality Rate Parameters,Actives_Basis_Mortality+Actives_Basis+DILL,4405,2176,Mort
